,ObjectID,Generation_Company,Busbar,Capacity_kW,Start_Year,ROI,NPV,Cumulative_Capacity_kW
Wind Onshore,2155510452616,Wind,5,30000,2052,0.6297980747418532,14451662.411164436,30000
Wind Onshore,2155510690504,Fenland Windfarms Ltd,24,30000,2052,0.6295970900786175,14448832.328264344,60000
Wind Onshore,2155512036936,EDF Energy Renewable,28,30000,2052,0.6294844515391783,14447245.949714847,90000
Wind Onshore,2155340757896,Statkraft Energy Ltd,12,30000,2052,0.6294844515391783,14447245.949714847,120000
Wind Onshore,2155511652040,Cold Northcott Windfarm Ltd,28,30000,2052,0.6293007764897696,14444658.636779655,150000
Wind Onshore,2155340747912,Npower Renewables Ltd,25,30000,2052,0.629248631457595,14443923.99674784,180000
Wind Onshore,2155603743880,Beaufort Wind Ltd,21,30000,2052,0.6291218010812865,14442136.963468257,210000
Wind Onshore,2155340729096,Great Orton Windfarm Ltd,25,30000,2052,0.6291218010812865,14442136.963468257,240000
Wind Onshore,2155530917256,RES-Gen Ltd,7,30000,2052,0.6291009763424636,14441843.5174077,270000
Wind Onshore,2155511630408,Cemmaes Windfarm Ldt,30,30000,2052,0.6291009763424636,14441843.5174077,300000
Wind Onshore,2155511654984,K/S Winscales,15,30000,2052,0.6290869836431406,14441646.33893238,330000
Wind Onshore,2155509438664,Llangwyryfon Windfarm Ltd,22,30000,2052,0.6290869836431406,14441646.33893238,360000
Wind Onshore,2155510048264,Bares of Doune Windfarm,8,30000,2052,0.6290434700885443,14441033.144935276,390000
Wind Onshore,2155510537480,HG Capital,8,30000,2052,0.6289866759831553,14440232.751833003,420000
Wind Onshore,2155342916552,Dong Energy,13,30000,2052,0.6289458664785019,14439657.593496464,450000
Wind Onshore,2155340817800,Fred Olsen,15,30000,2052,0.6289458664785019,14439657.593496464,480000
Wind Onshore,2155342201032,Kirkheaton Wind Ltd,5,30000,2052,0.6289180008983266,14439264.846841514,510000
Wind Onshore,2155342375496,Yorkshire Windpower Ltd,28,30000,2052,0.6288754419035536,14438664.980432838,540000
Wind Offshore,2155509718472,Infinis Windfarm,26,50000,2053,0.3160000468753367,15369140.157289743,50000
Wind Offshore,2155340817736,E.On UK,27,50000,2053,0.3159993736946535,15369115.277976565,100000
Wind Offshore,2155343084872,Bares of Doune Windfarm,27,50000,2053,0.31597327645742057,15368150.7604815,150000
Wind Offshore,2155513336520,GDF Suez,13,50000,2053,0.315969895843502,15368025.814906664,200000
Wind Offshore,2155602622344,K/S Winscales,15,50000,2053,0.315969895843502,15368025.814906664,250000
Wind Offshore,2155340897288,Centrica,27,50000,2053,0.31589380731772,15365213.456275657,300000
Wind Offshore,2155340845960,Fenland Windfarms Ltd,1,50000,2053,0.3158256379990169,15362693.528490134,350000
Wind Offshore,2155567274824,Npower Renewables Ltd,11,50000,2053,0.3158099618567226,15362114.011715353,400000
Wind Offshore,2155509812360,Talisman Energy,28,50000,2053,0.3158099618567226,15362114.011715353,450000
Wind Offshore,2155510124872,Fred Olsen,13,50000,2053,0.3158099618567226,15362114.011715353,500000
Wind Offshore,2155341012488,Llangwyryfon Windfarm Ltd,7,50000,2053,0.31579920168643566,15361716.220961228,550000
Wind Offshore,2155340846664,EDF Energy Renewable,12,50000,2053,0.31578852094210336,15361321.3600564,600000
Wind Offshore,2155340727176,High Hedley Hope Wind Ltd,27,50000,2053,0.31578852094210336,15361321.3600564,650000
Wind Offshore,2155511817800,Kirkheaton Wind Ltd,8,50000,2053,0.31578852094210336,15361321.3600564,700000
Wind Offshore,2155509738248,Cold Northcott Windfarm Ltd,7,50000,2053,0.31576641154907814,15360503.968287937,750000
Wind Offshore,2155340729800,HG Capital,11,50000,2053,0.3157475505023671,15359806.647272967,800000
Wind Offshore,2155341237640,Yorkshire Windpower Ltd,10,50000,2053,0.31573856047671156,15359474.265586562,850000
Wind Offshore,2155603493640,Distributed Generation,10,50000,2053,0.31573856047671156,15359474.265586562,900000
Wind Offshore,2155602951304,Cemmaes Windfarm Ldt,8,50000,2053,0.31573856047671156,15359474.265586562,950000
Wind Offshore,2155341235336,Wind,13,50000,2053,0.3157263965197687,15359024.529214196,1000000
Biomass,2155340226888,EPR Ely Limited,23,14000,2050,1.4672958656330155,32440071.101405643,14000
Biomass,2155341274376,Sembcorp Utilities (UK) Ltd,6,14000,2050,1.4666967275264509,32434701.08900586,28000
Biomass,2155531581448,E.On UK,13,14000,2050,1.4666505484741688,32434287.082690924,42000
Hydro,2155511366664,Breadalbane,12,10000,2050,0.6450830200291741,7389694.788190519,10000
Hydro,2155510499656,Lanark,10,10000,2050,0.6450830200291741,7389694.788190519,20000
Hydro,2155341235912,Shin,4,10000,2050,0.6449358037288522,7388669.566380294,30000
Hydro,2155511782280,Scottish and Southern Hydro Schemes: Affric/Beauly,30,10000,2050,0.6448845783745429,7388312.78736777,40000
Hydro,2155509811272,Small Hydros,30,10000,2050,0.6447893726177338,7387649.630609063,50000
Hydro,2155340749192,Npower Renewables Ltd,9,10000,2050,0.6447893726177338,7387649.630609063,60000
Solar,2155340769992,Distributed Generation,3,100000,2049,9.096588952339854,290420270.4795737,100000
