,ObjectID,Generation_Company,Busbar,Capacity_kW,Start_Year,ROI,NPV,Cumulative_Capacity_kW
Wind Onshore,2155510784712,Bares of Doune Windfarm,24,30000,2051,0.549378595820522,12607189.836149737,30000
Wind Onshore,2155341273032,Npower Renewables Ltd,19,30000,2051,0.5492504651567655,12605291.915731266,60000
Wind Onshore,2155567148360,Kirkheaton Wind Ltd,8,30000,2051,0.5492504651567655,12605291.915731266,90000
Wind Onshore,2155509737032,Cemmaes Windfarm Ldt,28,30000,2051,0.5491925295038513,12604433.64760204,120000
Wind Onshore,2155511314824,Great Orton Windfarm Ltd,14,30000,2051,0.5491702211642896,12604103.151134808,150000
Wind Onshore,2155340946824,RES-Gen Ltd,9,30000,2051,0.5491702211642896,12604103.151134808,180000
Wind Onshore,2155510969096,Fred Olsen,1,30000,2051,0.5489579624315187,12600958.07687077,210000
Wind Onshore,2155511399112,EDF Energy Renewable,11,30000,2051,0.5489579624315187,12600958.07687077,240000
Wind Onshore,2155340215752,HG Capital,29,30000,2051,0.5488695976808665,12599648.50698701,270000
Wind Onshore,2155567148872,Cold Northcott Windfarm Ltd,30,30000,2051,0.5488695976808665,12599648.50698701,300000
Wind Onshore,2155530919816,Beaufort Wind Ltd,17,30000,2051,0.5488531413771225,12599404.607263442,330000
Wind Onshore,2155340944712,Llangwyryfon Windfarm Ltd,28,30000,2051,0.5488403978578876,12599215.731349152,360000
Wind Onshore,2155340096008,K/S Winscales,19,30000,2051,0.5488366508078711,12599160.19448999,390000
Wind Onshore,2155511314184,Fenland Windfarms Ltd,19,30000,2051,0.5487910354277514,12598484.085104845,420000
Wind Onshore,2155511380296,Wind,10,30000,2051,0.5487716225446819,12598196.336027876,450000
Wind Onshore,2155342150152,Yorkshire Windpower Ltd,1,30000,2051,0.5487489905596181,12597860.862436283,480000
Wind Onshore,2155510075976,Dong Energy,8,30000,2051,0.5487139342522147,12597341.20393585,510000
Wind Onshore,2155340756168,Statkraft Energy Ltd,6,30000,2051,0.5487139342522147,12597341.20393585,540000
Wind Offshore,2155509718472,Infinis Windfarm,19,50000,2052,0.23766083598035379,11558994.16534482,50000
Wind Offshore,2155340817736,E.On UK,28,50000,2052,0.23766020287295447,11558969.286031641,100000
Wind Offshore,2155343084872,Bares of Doune Windfarm,8,50000,2052,0.2376356591592007,11558004.768536575,150000
Wind Offshore,2155513336520,GDF Suez,15,50000,2052,0.23763247978739252,11557879.82296174,200000
Wind Offshore,2155602622344,K/S Winscales,20,50000,2052,0.23763247978739252,11557879.82296174,250000
Wind Offshore,2155340897288,Centrica,16,50000,2052,0.2375609206801938,11555067.464330733,300000
Wind Offshore,2155340845960,Fenland Windfarms Ltd,26,50000,2052,0.23749680936334805,11552547.53654521,350000
Wind Offshore,2155510124872,Fred Olsen,30,50000,2052,0.2374820663947418,11551968.019770429,400000
Wind Offshore,2155509812360,Talisman Energy,20,50000,2052,0.2374820663947418,11551968.019770429,450000
Wind Offshore,2155567274824,Npower Renewables Ltd,13,50000,2052,0.2374820663947418,11551968.019770429,500000
Wind Offshore,2155341012488,Llangwyryfon Windfarm Ltd,28,50000,2052,0.23747194675881603,11551570.229016304,550000
Wind Offshore,2155340727176,High Hedley Hope Wind Ltd,7,50000,2052,0.23746190182075497,11551175.368111476,600000
Wind Offshore,2155511817800,Kirkheaton Wind Ltd,11,50000,2052,0.23746190182075497,11551175.368111476,650000
Wind Offshore,2155340846664,EDF Energy Renewable,8,50000,2052,0.23746190182075497,11551175.368111476,700000
Wind Offshore,2155509738248,Cold Northcott Windfarm Ltd,20,50000,2052,0.23744110856172773,11550357.976343013,750000
Wind Offshore,2155340729800,HG Capital,28,50000,2052,0.2374233702805663,11549660.655328043,800000
Wind Offshore,2155341237640,Yorkshire Windpower Ltd,15,50000,2052,0.23741491541561802,11549328.273641638,850000
Wind Offshore,2155603493640,Distributed Generation,8,50000,2052,0.23741491541561802,11549328.273641638,900000
Wind Offshore,2155602951304,Cemmaes Windfarm Ldt,26,50000,2052,0.23741491541561802,11549328.273641638,950000
Wind Offshore,2155341235336,Wind,8,50000,2052,0.23740347555803254,11548878.537269272,1000000
Biomass,2155342192584,Sembcorp Utilities (UK) Ltd,18,14000,2049,1.3571330436362459,30012205.618354153,14000
Biomass,2155511315912,E.On UK,1,14000,2049,1.3571330436362459,30012205.618354153,28000
Biomass,2155510712008,EPR Ely Limited,5,14000,2049,1.3568208779126238,30009276.518841177,42000
Hydro,2155510499656,Lanark,12,10000,2049,0.5654273965989773,6477206.430822859,10000
Hydro,2155511366664,Breadalbane,12,10000,2049,0.5654273965989773,6477206.430822859,20000
Hydro,2155341235912,Shin,10,10000,2049,0.5652873085748814,6476181.209012633,30000
Hydro,2155511782280,Scottish and Southern Hydro Schemes: Affric/Beauly,1,10000,2049,0.5652385635741368,6475824.43000011,40000
Hydro,2155340749192,Npower Renewables Ltd,8,10000,2049,0.5651479677207918,6475161.273241403,50000
Hydro,2155509811272,Small Hydros,12,10000,2049,0.5651479677207918,6475161.273241403,60000
Solar,2155341323336,Distributed Generation,23,100000,2048,9.076826551576255,290315958.6062663,100000
