,Bid_Price_GBP/kW,Busbar,Capacity_kW,DeRated_Capacity_kW,Start_Year,Battery_Flag,Generation_Company
CCGT,0,18,250000,212500.0,2037,False,Baglan Generation Ltd
CCGT,0,1,250000,212500.0,2037,False,Barking Power
CCGT,0,13,250000,212500.0,2037,False,Centrica
OCGT,0,13,500000,460000.0,2036,False,Citigen (London) UK Ltd
CCGT,0,9,250000,212500.0,2037,False,Corby Power Ltd
CCGT,48.08231510609222,28,250000,212500.0,2037,False,Cory Energy Company Ltd
CCGT,312.95318848939615,25,250000,212500.0,2037,False,Derwent Cogeneration
OCGT,0,1,500000,460000.0,2036,False,Drax Power Ltd
Hydrogen,0,12,500000,425000.0,2037,False,EDF Energy
CCGT,474.9861788758662,28,250000,212500.0,2037,False,EDF Energy
Biomass,0,4,14000,12320.0,2036,False,EPR Ely Limited
Biomass,0,27,14000,12320.0,2036,False,E.On UK
CCGT,568.8551731419279,4,250000,212500.0,2037,False,E.On UK
CCGT,638.05853044305,2,250000,212500.0,2037,False,GDF Suez
BECCS,0,14,500000,440000.0,2036,False,International Power/Mitsui
CCGT,651.7172679402345,3,250000,212500.0,2037,False,Marchwood Power Limited
CCGT,655.327462948051,6,250000,212500.0,2037,False,Rocksavage Power Co. Ltd
Biomass,0,27,14000,12320.0,2036,False,Sembcorp Utilities (UK) Ltd
