,Baglan Generation Ltd,Barking Power,Beaufort Wind Ltd,Bares of Doune Windfarm,British Energy,Cemmaes Windfarm Ldt,Centrica,Citigen (London) UK Ltd,Cold Northcott Windfarm Ltd,Corby Power Ltd,Cory Energy Company Ltd,Derwent Cogeneration,Dong Energy,Drax Power Ltd,EDF Energy,EDF Energy Renewable,Eggborough Power Ltd,E.On UK,Fenland Windfarms Ltd,Fred Olsen,GDF Suez,Great Orton Windfarm Ltd,HG Capital,High Hedley Hope Wind Ltd,Infinis Windfarm,International Power/Mitsui,Kirkheaton Wind Ltd,K/S Winscales,Llangwyryfon Windfarm Ltd,Magnox North Ltd,RES-Gen Ltd,Rocksavage Power Co. Ltd,RWE Npower Plc,Npower Renewables Ltd,Scottish and Southern Hydro Schemes: Affric/Beauly,Breadalbane,Conon,Great Glen,Shin,Sloy/Awe,Tummel,Wind,Small Hydros,Thermal,Scottish Power Hydro schemes: Galloway,Lanark,Cruachan Thermal,Seabank Power Limited,Sembcorp Utilities (UK) Ltd,Spalding Energy Company Ltd,Statkraft Energy Ltd,Talisman Energy,Vattenfall Wind Power,Yorkshire Windpower Ltd,Distributed Generation
0,0.0,0.0,2443463.80653375,0.0,0.0,0.0,2036219.8387781251,0.0,0.0,0.0,0.0,0.0,90641.51073684212,0.0,0.0,0.0,0.0,1225923.4182142434,0.0,72303.63284210526,10478.787368421052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2465702.80653375,2824.0,0.0,0.0,36359.0,0.0,0.0,0.0,0.0,1059.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2443463.80653375,2443463.80653375,0.0,7591597.186575199
1,0.0,0.0,2456540.4720285004,0.0,0.0,0.0,2047117.0600237502,0.0,0.0,0.0,0.0,0.0,89669.4055263158,0.0,0.0,0.0,0.0,1232416.7981195133,0.0,71528.19631578948,10366.405263157894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2478464.4720285004,2784.0,0.0,0.0,35844.0,0.0,0.0,0.0,0.0,1044.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2456540.4720285004,2456540.4720285004,0.0,7593388.839245608
2,0.0,0.0,2443147.1997075,0.0,0.0,0.0,2035955.99975625,0.0,0.0,0.0,0.0,0.0,86148.84642105263,0.0,0.0,0.0,0.0,1225557.3615379604,0.0,68719.88905263158,9959.404210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2464031.6997075,2652.0,0.0,0.0,34144.5,0.0,0.0,0.0,0.0,994.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2443147.1997075,2443147.1997075,0.0,7471190.5375061855
3,0.0,0.0,2425759.53852375,0.0,0.0,0.0,2021466.2821031248,0.0,0.0,0.0,0.0,0.0,85754.36089473685,0.0,0.0,0.0,0.0,1216845.2888408222,0.0,68405.2127368421,9913.798947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2443399.53852375,2240.0,0.0,0.0,28840.0,0.0,0.0,0.0,0.0,840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2425759.53852375,2425759.53852375,0.0,7423845.495417832
4,0.0,0.0,2399491.457649,0.0,0.0,0.0,1999576.2147074998,0.0,0.0,0.0,0.0,0.0,83578.66736842105,0.0,0.0,0.0,0.0,1203610.6382981841,0.0,66669.68842105263,9662.273684210526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2416627.457649,2176.0,0.0,0.0,28016.0,0.0,0.0,0.0,0.0,816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2399491.457649,2399491.457649,0.0,7310217.727188474
5,0.0,0.0,2362642.60164075,0.0,0.0,0.0,1968868.8347006252,0.0,0.0,0.0,0.0,0.0,80739.81931578949,0.0,0.0,0.0,0.0,1185054.934083533,0.0,64405.17378947369,9334.083157894736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2379274.60164075,2112.0,0.0,0.0,27192.0,0.0,0.0,0.0,0.0,792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2362642.60164075,2362642.60164075,0.0,7156503.193758516
6,0.0,0.0,2330061.3485077503,0.0,0.0,0.0,1941717.7904231253,0.0,0.0,0.0,0.0,0.0,73160.65289473685,0.0,0.0,0.0,0.0,1168413.8258328224,0.0,58359.36473684211,8457.878947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2347417.8485077503,2204.0,0.0,0.0,28376.5,0.0,0.0,0.0,0.0,826.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2330061.3485077503,2330061.3485077503,0.0,6885526.334047982
7,0.0,0.0,2333234.1667635,0.0,0.0,0.0,1944361.8056362497,0.0,0.0,0.0,0.0,0.0,67126.6405263158,0.0,0.0,0.0,0.0,1169721.205487013,0.0,53546.106315789475,7760.305263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2360639.1667635,3480.0,0.0,0.0,44805.0,0.0,0.0,0.0,0.0,1305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2333234.1667635,2333234.1667635,0.0,6731397.856730605
8,0.0,0.0,2195207.4119332503,0.0,0.0,0.0,1829339.5099443751,0.0,0.0,0.0,0.0,0.0,60147.920684210534,0.0,0.0,0.0,0.0,1100385.1127034673,0.0,47979.266210526315,6953.516842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2218958.4119332503,3016.0,0.0,0.0,38831.0,0.0,0.0,0.0,0.0,1131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2195207.4119332503,2195207.4119332503,0.0,6253076.521853949
9,0.0,0.0,1985052.47923125,0.0,0.0,0.0,1654210.399359375,0.0,0.0,0.0,0.0,0.0,58143.83405263159,0.0,0.0,0.0,0.0,995214.9718261514,0.0,46380.63063157895,6721.830526315789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017087.97923125,4068.0,0.0,0.0,52375.5,0.0,0.0,0.0,0.0,1525.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1985052.47923125,1985052.47923125,0.0,5757244.641995269
10,0.0,0.0,1938794.775489,0.0,0.0,0.0,1615662.3129075,0.0,0.0,0.0,0.0,0.0,57110.10442105264,0.0,0.0,0.0,0.0,972038.3174287104,0.0,45556.03705263158,6602.324210526315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1978043.775489,4984.0,0.0,0.0,64169.0,0.0,0.0,0.0,0.0,1869.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1938794.775489,1938794.775489,0.0,5635551.128497303
11,0.0,0.0,1874972.94645375,0.0,0.0,0.0,1562477.455378125,0.0,0.0,0.0,0.0,0.0,56832.70347368422,0.0,0.0,0.0,0.0,940114.5751216118,0.0,45334.757684210526,6570.254736842106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1913623.44645375,4908.0,0.0,0.0,63190.5,0.0,0.0,0.0,0.0,1840.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1874972.94645375,1874972.94645375,0.0,5497309.139351066
12,0.0,0.0,1746864.50313375,0.0,0.0,0.0,1455720.419278125,0.0,0.0,0.0,0.0,0.0,56819.227684210535,0.0,0.0,0.0,0.0,876059.7303037171,0.0,45324.00821052631,6568.696842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1780916.00313375,4324.0,0.0,0.0,55671.5,0.0,0.0,0.0,0.0,1621.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1746864.50313375,1746864.50313375,0.0,5230451.059844833
13,0.0,0.0,1330931.5262100003,0.0,0.0,0.0,1109109.6051750001,0.0,0.0,0.0,0.0,0.0,53180.618842105265,0.0,0.0,0.0,0.0,667924.9824734211,0.0,42421.534105263156,6148.048421052631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1365235.0262100003,4356.0,0.0,0.0,56083.5,0.0,0.0,0.0,0.0,1633.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1330931.5262100003,1330931.5262100003,0.0,4249416.574918908
