,Bid_Price_GBP/kW,Busbar,Capacity_kW,DeRated_Capacity_kW,Start_Year,Battery_Flag,Generation_Company
CCGT,0,12,250000,212500.0,2033,False,Baglan Generation Ltd
CCGT,0,15,250000,212500.0,2033,False,Barking Power
CCGT,0,4,250000,212500.0,2033,False,Centrica
OCGT,537.235009847593,5,500000,460000.0,2032,False,Citigen (London) UK Ltd
CCGT,0,19,250000,212500.0,2033,False,Corby Power Ltd
CCGT,169.58513510114665,1,250000,212500.0,2033,False,Cory Energy Company Ltd
CCGT,346.9533267328155,28,250000,212500.0,2033,False,Derwent Cogeneration
OCGT,538.4103682736785,24,500000,460000.0,2032,False,Drax Power Ltd
Hydrogen,0,4,500000,425000.0,2033,False,EDF Energy
CCGT,474.1812115818843,11,250000,212500.0,2033,False,EDF Energy
Biomass,0,23,14000,12320.0,2032,False,EPR Ely Limited
Biomass,0,2,14000,12320.0,2032,False,E.On UK
CCGT,568.8659436110391,15,250000,212500.0,2033,False,E.On UK
CCGT,623.7109465398387,3,250000,212500.0,2033,False,GDF Suez
CCGT,631.5321438547271,7,250000,212500.0,2033,False,Immingham CHP LLP
BECCS,0,28,500000,440000.0,2032,False,International Power/Mitsui
CCGT,641.0508140495373,2,250000,212500.0,2033,False,International Power/Mitsui
CCGT,650.1338374549806,14,250000,212500.0,2033,False,Marchwood Power Limited
CCGT,665.4033994331977,15,250000,212500.0,2033,False,Rocksavage Power Co. Ltd
CCGT,669.7891749308953,4,250000,212500.0,2033,False,RWE Npower Plc
Biomass,0,8,14000,12320.0,2032,False,Sembcorp Utilities (UK) Ltd
